"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","UGA","Uganda","2010","2010",71.76254,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","UGA","Uganda","2012","2012",68.39699,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","UGA","Uganda","2018","2018",66.87505,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SRB","Serbia","2011","2011",63.57343,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SRB","Serbia","2016","2016",55.88838,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SSD","South Sudan","2018","2018",56.40946,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","GRD","Grenada","2014","2014",102,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MHL","Marshall Islands","2011","2011",109,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BRB","Barbados","2014","2014",55.21305,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MHL","Marshall Islands","2011","2011",290,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BRB","Barbados","2014","2014",52.50565,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MHL","Marshall Islands","2011","2011",50.65663,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","PNG","Papua New Guinea","2010","2010",162178,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PLW","Palau","2013","2013",12,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PLW","Palau","2015","2015",145,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MHL","Marshall Islands","2011","2011",58,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","GRC","Greece","2011","2011",71338.04819,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","GRC","Greece","2018","2018",68174.61955,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","ABW","Aruba","2010","2010",1279.52146,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","ABW","Aruba","2018","2018",1000.10264,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BEN","Benin","2012","2012",2346213.57827,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BEN","Benin","2018","2018",2576797.91535,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BWA","Botswana","2013","2013",121649.59065,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BGR","Bulgaria","2011","2011",52883.85234,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","CYP","Cyprus","2011","2011",2715.23072,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","GTM","Guatemala","2012","2012",1379643.52446,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","GTM","Guatemala","2013","2013",1551116.20687,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","GTM","Guatemala","2014","2014",1270345.48014,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","LVA","Latvia","2011","2011",1109.80948,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","LVA","Latvia","2018","2018",1228.91068,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","LSO","Lesotho","2014","2014",204114.21403,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","MKD","North Macedonia","2014","2014",16412.52,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","MOZ","Mozambique","2015","2015",4232644.43185,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","MOZ","Mozambique","2017","2017",3924320.25808,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","NGA","Nigeria","2018","2018",28540034.52948,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","TTO","Trinidad and Tobago","2010","2010",5641.7164,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","UKR","Ukraine","2012","2012",4867.299,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","GRC","Greece","2011","2011",33199.56111,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","GRC","Greece","2018","2018",29594.7038,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ITA","Italy","2011","2011",90110.88569,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ITA","Italy","2018","2018",69607.431,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2010","2010",83510.83182,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2011","2011",69904.2078,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2012","2012",80352.49834,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2013","2013",62921.40775,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2014","2014",81455.543,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2015","2015",69825.39593,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2016","2016",60753.01748,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ARG","Argentina","2018","2018",64665.14624,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ABW","Aruba","2010","2010",623.18011,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ABW","Aruba","2018","2018",457.44315,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","COG","Congo","2011","2011",231721.58391,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","COG","Congo","2018","2018",258257.50389,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","GEO","Georgia","2014","2014",3578.2417,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","GEO","Georgia","2017","2017",4849.58775,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","GNB","Guinea-Bissau","2014","2014",235824.01901,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","JOR","Jordan","2010","2010",138283.84607,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","JOR","Jordan","2011","2011",32465.8908,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","JOR","Jordan","2012","2012",34545.06022,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","JOR","Jordan","2018","2018",36222.58324,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KAZ","Kazakhstan","2010","2010",10654.94568,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KAZ","Kazakhstan","2018","2018",12410.84146,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KGZ","Kyrgyzstan","2018","2018",3255.51746,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LVA","Latvia","2011","2011",513.77462,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LVA","Latvia","2018","2018",543.58171,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LSO","Lesotho","2014","2014",61320.30375,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LTU","Lithuania","2011","2011",1428.3249,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MHL","Marshall Islands","2011","2011",120.25872,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MUS","Mauritius","2011","2011",38739.66351,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MUS","Mauritius","2018","2018",26341.81427,"+","National Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MNG","Mongolia","2010","2010",9061.21863,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MNG","Mongolia","2018","2018",10583.25076,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MOZ","Mozambique","2015","2015",2965211.48621,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MOZ","Mozambique","2017","2017",2728109.04435,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","OMN","Oman","2010","2010",112356.03733,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","OMN","Oman","2014","2014",99615.97939,"+","National Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","OMN","Oman","2015","2015",106476.79081,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","OMN","Oman","2016","2016",66642.54257,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","OMN","Oman","2017","2017",64813.70524,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","OMN","Oman","2018","2018",62016.0803,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","PRI","Puerto Rico","2010","2010",62255.28651,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","PRI","Puerto Rico","2017","2017",66255.72906,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","RUS","Russian Federation","2010","2010",78147.52464,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","RUS","Russian Federation","2018","2018",88750.84193,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","WSM","Samoa","2011","2011",256.92597,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","WSM","Samoa","2018","2018",243.61311,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SAU","Saudi Arabia","2013","2013",495301.62116,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SAU","Saudi Arabia","2017","2017",443250.84752,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SYC","Seychelles","2010","2010",757.56891,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SYC","Seychelles","2018","2018",486.76343,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LKA","Sri Lanka","2010","2010",495989.8639,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LKA","Sri Lanka","2016","2016",406398.48052,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LKA","Sri Lanka","2017","2017",441604.82549,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","LKA","Sri Lanka","2018","2018",429623.46645,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SUR","Suriname","2010","2010",6114.59643,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SUR","Suriname","2012","2012",10471.99234,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SUR","Suriname","2018","2018",9371.11844,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SWZ","Eswatini","2010","2010",35924.32703,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","SWZ","Eswatini","2018","2018",24142.43859,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","UKR","Ukraine","2012","2012",4851.83374,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ZWE","Zimbabwe","2011","2011",488577.70642,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","ZWE","Zimbabwe","2014","2014",303334.78993,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2010","2010",77962.4904,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2011","2011",68558.66196,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2012","2012",80270.4113,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2013","2013",77514.21909,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2014","2014",79330.67085,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2015","2015",77996.53164,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2016","2016",86442.45213,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARG","Argentina","2018","2018",102052.32811,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARM","Armenia","2011","2011",983.21437,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ARM","Armenia","2017","2017",1094.59288,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BHR","Bahrain","2010","2010",41170.01056,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BHR","Bahrain","2016","2016",7057.18128,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BHR","Bahrain","2017","2017",6581.49901,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BHR","Bahrain","2018","2018",6947.09003,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2011","2011",13741389.47288,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2012","2012",14446003.7306,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2013","2013",14382656.66853,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2014","2014",14658828.55522,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2015","2015",13228823.29615,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2016","2016",10415974.09983,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2017","2017",10637086.42138,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BGD","Bangladesh","2018","2018",10585956.38447,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BRB","Barbados","2014","2014",220.443,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BDI","Burundi","2014","2014",543840.9444,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BDI","Burundi","2017","2017",505527.79912,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","CHN","China","2010","2010",5922690.42121,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","CHN","China","2018","2018",3686300.58592,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","COG","Congo","2011","2011",107561.82209,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","COG","Congo","2018","2018",131466.56511,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","HRV","Croatia","2011","2011",3538.99834,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GNQ","Equatorial Guinea","2010","2010",5355.21193,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ETH","Ethiopia","2017","2017",8244385.84644,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GMB","Gambia","2013","2013",159738.43714,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GMB","Gambia","2015","2015",132567.83277,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GEO","Georgia","2014","2014",3065.99939,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GEO","Georgia","2017","2017",5987.77592,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GRD","Grenada","2014","2014",373.0995,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GNB","Guinea-Bissau","2014","2014",112227.76613,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","HTI","Haiti","2016","2016",847610.88201,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","LVA","Latvia","2011","2011",596.03486,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","LVA","Latvia","2018","2018",685.32897,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","LBR","Liberia","2017","2017",318429.92493,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MYS","Malaysia","2010","2010",262420.0821,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MYS","Malaysia","2016","2016",225885.25607,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MYS","Malaysia","2017","2017",212593.11319,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MYS","Malaysia","2018","2018",238247.598,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MOZ","Mozambique","2015","2015",1267432.94564,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","MOZ","Mozambique","2017","2017",1196211.21373,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","NCL","New Caledonia","2014","2014",852.7434,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2010","2010",15966.66278,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2011","2011",13803.36785,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2012","2012",11545.61064,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2013","2013",10824.87479,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2014","2014",10990.5967,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2015","2015",11401.13303,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2016","2016",11113.07747,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PSE","Palestine","2018","2018",10033.10217,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","WSM","Samoa","2011","2011",347.07033,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","WSM","Samoa","2018","2018",344.22934,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SYC","Seychelles","2010","2010",1347.77886,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SYC","Seychelles","2018","2018",906.19092,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SLE","Sierra Leone","2013","2013",766804.45459,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SLE","Sierra Leone","2018","2018",767567.5722,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SUR","Suriname","2010","2010",4457.81801,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SUR","Suriname","2012","2012",5823.99012,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SUR","Suriname","2018","2018",5296.86306,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","TLS","Timor-Leste","2010","2010",72007.24196,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","TLS","Timor-Leste","2018","2018",67407.49129,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","TKM","Turkmenistan","2014","2014",2348.5311,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","VNM","Viet Nam","2018","2018",1016074.02144,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ZWE","Zimbabwe","2011","2011",245242.57021,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","ZWE","Zimbabwe","2014","2014",213918.44662,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","SSD","South Sudan","2018","2018",1174403.48379,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","AFG","Afghanistan","2011","2011",58.29459,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","AFG","Afghanistan","2018","2018",59.21404,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","ABW","Aruba","2010","2010",48.70415,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","ABW","Aruba","2018","2018",45.73962,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2011","2011",54.94629,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2012","2012",54.7508,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2013","2013",54.68611,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2014","2014",54.3878,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2015","2015",54.81171,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2016","2016",55.81858,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2017","2017",55.31837,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BGD","Bangladesh","2018","2018",54.74572,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BFA","Burkina Faso","2014","2014",59.40951,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","BFA","Burkina Faso","2018","2018",59.52365,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","CAF","Central African Republic","2010","2010",62.05193,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","CAF","Central African Republic","2018","2018",61.19529,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SLV","El Salvador","2010","2010",63.88208,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SLV","El Salvador","2011","2011",64.78011,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SLV","El Salvador","2013","2013",64.9538,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SLV","El Salvador","2015","2015",63.87995,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SLV","El Salvador","2016","2016",63.73693,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SLV","El Salvador","2017","2017",63.61584,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","SLV","El Salvador","2018","2018",64.81594,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","ETH","Ethiopia","2017","2017",60.22658,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","GRD","Grenada","2014","2014",49.72271,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","GUY","Guyana","2014","2014",50.94474,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","KGZ","Kyrgyzstan","2018","2018",47.11901,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","LAO","Lao People's Democratic Republic","2011","2011",61.95758,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","LAO","Lao People's Democratic Republic","2015","2015",67.24631,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","LBR","Liberia","2017","2017",65.05035,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","LTU","Lithuania","2011","2011",44.42289,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","MDG","Madagascar","2012","2012",56.62966,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","MDG","Madagascar","2018","2018",55.67836,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","MHL","Marshall Islands","2011","2011",50.4749,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","MAR","Morocco","2011","2011",64.83615,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","MAR","Morocco","2012","2012",69.80623,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","MAR","Morocco","2018","2018",70.24708,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","NAM","Namibia","2011","2011",54.40611,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","NAM","Namibia","2018","2018",51.41859,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","NCL","New Caledonia","2014","2014",51.46767,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","NER","Niger","2012","2012",57.20344,,
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","NGA","Nigeria","2018","2018",61.92367,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","PSE","Palestine","2010","2010",78.88927,"‡","UIS Estimation"
"ILLPOPF_AG25T64","Illiterate population, 25-64 years, % female","PSE","Palestine","2011","2011",80.33,"‡","UIS Estimation"
